"term","gene"
"GO:0032392","RDH54"
"GO:0045144","RDH54"
"GO:0051321","RDH54"
"GO:0006508","PFF1"
"GO:0008150","PFF1"
"GO:0008150","ECM8"
"GO:0071555","ECM8"
"GO:0006914","SLM4"
"GO:0007165","SLM4"
"GO:0015031","SLM4"
"GO:0016237","SLM4"
"GO:0032008","SLM4"
"GO:0032456","SLM4"
"GO:0031505","ECM33"
"GO:0071555","ECM33"
"GO:0001732","RPG1"
"GO:0002183","RPG1"
"GO:0002188","RPG1"
"GO:0006412","RPG1"
"GO:0006413","RPG1"
"GO:0000045","SEC18"
"GO:0006888","SEC18"
"GO:0015031","SEC18"
"GO:0016192","SEC18"
"GO:0016236","SEC18"
"GO:0035494","SEC18"
"GO:0042144","SEC18"
"GO:0043001","SEC18"
"GO:0048219","SEC18"
"GO:0048280","SEC18"
"GO:0000747","SPT7"
"GO:0006325","SPT7"
"GO:0006357","SPT7"
"GO:0065003","SPT7"
"GO:0000209","UBC4"
"GO:0016567","UBC4"
"GO:0034605","UBC4"
"GO:0043162","UBC4"
"GO:0071629","UBC4"
"GO:0072344","UBC4"
"GO:0072671","UBC4"
"GO:1990116","UBC4"
"GO:0000122","TEC1"
"GO:0001403","TEC1"
"GO:0006355","TEC1"
"GO:0007124","TEC1"
"GO:0010570","TEC1"
"GO:0033554","TEC1"
"GO:0045893","TEC1"
"GO:0045944","TEC1"
"GO:2000222","TEC1"
"GO:0006139","MIS1"
"GO:0006730","MIS1"
"GO:0006760","MIS1"
"GO:0035999","MIS1"
"GO:0044281","MIS1"
"GO:0046656","MIS1"
"GO:0009061","AAC3"
"GO:0015886","AAC3"
"GO:0055085","AAC3"
"GO:0140021","AAC3"
"GO:1990544","AAC3"
"GO:0017121","IST2"
"GO:0060304","IST2"
"GO:0072659","IST2"
"GO:0090158","IST2"
"GO:0000077","RFC5"
"GO:0006260","RFC5"
"GO:0006261","RFC5"
"GO:0006271","RFC5"
"GO:0006272","RFC5"
"GO:0007062","RFC5"
"GO:0007064","RFC5"
"GO:0000278","POL30"
"GO:0000710","POL30"
"GO:0006260","POL30"
"GO:0006272","POL30"
"GO:0006273","POL30"
"GO:0006275","POL30"
"GO:0006289","POL30"
"GO:0006298","POL30"
"GO:0006301","POL30"
"GO:0006974","POL30"
"GO:0007064","POL30"
"GO:0030466","POL30"
"GO:0031509","POL30"
"GO:0034087","POL30"
"GO:0035753","POL30"
"GO:0045739","POL30"
"GO:0045740","POL30"
"GO:0051054","POL30"
"GO:0070987","POL30"
"GO:0008150","YBR090C"
"GO:0015031","TIM12"
"GO:0045039","TIM12"
"GO:0071806","TIM12"
"GO:0006796","PHO3"
"GO:0042723","PHO3"
"GO:0006796","PHO5"
"GO:0008361","PHO5"
"GO:0016036","PHO5"
"GO:0008150","PBY1"
"GO:0000122","RXT2"
"GO:0000747","RXT2"
"GO:0001403","RXT2"
"GO:0006325","RXT2"
"GO:0006334","RXT2"
"GO:0006357","RXT2"
"GO:0061186","RXT2"
"GO:0061188","RXT2"
"GO:2000219","RXT2"
"GO:0008150","YBR096W"
"GO:0000011","VPS15"
"GO:0000425","VPS15"
"GO:0006623","VPS15"
"GO:0006914","VPS15"
"GO:0015031","VPS15"
"GO:0016236","VPS15"
"GO:0032968","VPS15"
"GO:0045053","VPS15"
"GO:0045324","VPS15"
"GO:0046854","VPS15"
"GO:0051365","VPS15"
"GO:0072665","VPS15"
"GO:0000712","MMS4"
"GO:0006265","MMS4"
"GO:0006281","MMS4"
"GO:0006310","MMS4"
"GO:0006974","MMS4"
"GO:0007131","MMS4"
"GO:0010520","MMS4"
"GO:0051321","MMS4"
"GO:0061982","MMS4"
"GO:0006417","FES1"
"GO:0071629","FES1"
"GO:0000245","EXO84"
"GO:0001927","EXO84"
"GO:0006887","EXO84"
"GO:0006893","EXO84"
"GO:0006904","EXO84"
"GO:0015031","EXO84"
"GO:0051601","EXO84"
"GO:0006325","SIF2"
"GO:0006355","SIF2"
"GO:0006974","SIF2"
"GO:0009267","SIF2"
"GO:0032874","SIF2"
"GO:0045835","SIF2"
"GO:0045892","SIF2"
"GO:0006839","YMC2"
"GO:0015816","YMC2"
"GO:0055085","YMC2"
"GO:0006623","VID24"
"GO:0007039","VID24"
"GO:0015031","VID24"
"GO:0043161","VID24"
"GO:0045721","VID24"
"GO:0071596","VID24"
"GO:0006817","SND3"
"GO:0015031","SND3"
"GO:0045047","SND3"
"GO:0051604","SND3"
"GO:0007059","IML3"
"GO:0008608","IML3"
"GO:0030437","IML3"
"GO:0034087","IML3"
"GO:0034089","IML3"
"GO:0034090","IML3"
"GO:0045144","IML3"
"GO:0051301","IML3"
"GO:0051321","IML3"
"GO:0071459","IML3"
"GO:0000147","AIM3"
"GO:0051016","AIM3"
"GO:0000742","CMD1"
"GO:0006606","CMD1"
"GO:0006661","CMD1"
"GO:0006897","CMD1"
"GO:0006898","CMD1"
"GO:0007010","CMD1"
"GO:0007114","CMD1"
"GO:0010968","CMD1"
"GO:0016237","CMD1"
"GO:0030050","CMD1"
"GO:0042144","CMD1"
"GO:0051300","CMD1"
"GO:0071474","CMD1"
"GO:1903525","CMD1"
"GO:2000601","CMD1"
"GO:0006487","ALG1"
"GO:0006488","ALG1"
"GO:0019693","YSA1"
"GO:0000122","CYC8"
"GO:0000278","CYC8"
"GO:0006338","CYC8"
"GO:0006357","CYC8"
"GO:0006972","CYC8"
"GO:0042304","CYC8"
"GO:0045892","CYC8"
"GO:0045944","CYC8"
"GO:2000879","CYC8"
"GO:0000715","RAD16"
"GO:0006281","RAD16"
"GO:0006289","RAD16"
"GO:0006511","RAD16"
"GO:0006974","RAD16"
"GO:0008104","RAD16"
"GO:0009411","RAD16"
"GO:0034644","RAD16"
"GO:0070911","RAD16"
"GO:0008652","LYS2"
"GO:0009085","LYS2"
"GO:0019878","LYS2"
"GO:0006098","TKL2"
"GO:0001933","TEF2"
"GO:0006409","TEF2"
"GO:0006412","TEF2"
"GO:0006414","TEF2"
"GO:0006469","TEF2"
"GO:0034198","TEF2"
"GO:0051017","TEF2"
"GO:0000395","MUD1"
"GO:0000398","MUD1"
"GO:0006397","MUD1"
"GO:0008380","MUD1"
"GO:0006397","CBP6"
"GO:0034551","CBP6"
"GO:0050821","CBP6"
"GO:0070131","CBP6"
"GO:0006353","GRS1"
"GO:0006412","GRS1"
"GO:0006426","GRS1"
"GO:0015966","GRS1"
"GO:0070150","GRS1"
"GO:0032543","MRPL36"
"GO:0006383","TFC1"
"GO:0006384","TFC1"
"GO:0042791","TFC1"
"GO:0006470","PTC4"
"GO:0005975","TPS1"
"GO:0005992","TPS1"
"GO:0071465","TPS1"
"GO:0000425","VMA2"
"GO:0006811","VMA2"
"GO:0006874","VMA2"
"GO:0007035","VMA2"
"GO:0046034","VMA2"
"GO:0048388","VMA2"
"GO:0055085","VMA2"
"GO:0061795","VMA2"
"GO:1902600","VMA2"
"GO:1902906","VMA2"
"GO:0000425","ATG14"
"GO:0006914","ATG14"
"GO:0015031","ATG14"
"GO:0016236","ATG14"
"GO:0032258","ATG14"
"GO:0034727","ATG14"
"GO:0046854","ATG14"
"GO:0051365","ATG14"
"GO:1902647","OPY1"
"GO:0007533","SHE3"
"GO:0008298","SHE3"
"GO:0048309","SHE3"
"GO:0051028","SHE3"
"GO:0006623","CCZ1"
"GO:0006914","CCZ1"
"GO:0007034","CCZ1"
"GO:0015031","CCZ1"
"GO:0016192","CCZ1"
"GO:0016236","CCZ1"
"GO:0032258","CCZ1"
"GO:0032511","CCZ1"
"GO:0044395","CCZ1"
"GO:0048278","CCZ1"
"GO:0097352","CCZ1"
"GO:0006865","AGP2"
"GO:0055085","AGP2"
"GO:1902269","AGP2"
"GO:1902274","AGP2"
"GO:0000086","HSL7"
"GO:0000902","HSL7"
"GO:0006338","HSL7"
"GO:0030163","HSL7"
"GO:0032259","HSL7"
"GO:0045840","HSL7"
"GO:0051301","HSL7"
"GO:0051726","HSL7"
"GO:0006357","CKS1"
"GO:0007346","CKS1"
"GO:0045944","CKS1"
"GO:0051301","CKS1"
"GO:1902806","CKS1"
"GO:0000722","MEC1"
"GO:0000723","MEC1"
"GO:0006139","MEC1"
"GO:0006260","MEC1"
"GO:0006281","MEC1"
"GO:0006310","MEC1"
"GO:0006325","MEC1"
"GO:0006974","MEC1"
"GO:0007131","MEC1"
"GO:0042770","MEC1"
"GO:0051276","MEC1"
"GO:0051321","MEC1"
"GO:2000105","MEC1"
"GO:2000779","MEC1"
"GO:0006620","YBR137W"
"GO:0008150","YBR138C"
"GO:0006508","ATG42"
"GO:0006914","ATG42"
"GO:0006995","ATG42"
"GO:0016236","ATG42"
"GO:0031638","ATG42"
"GO:0046938","ATG42"
"GO:0007193","IRA1"
"GO:0046580","IRA1"
"GO:0031167","BMT2"
"GO:0032259","BMT2"
"GO:0042273","BMT2"
"GO:0000463","MAK5"
"GO:0000466","MAK5"
"GO:0006364","MAK5"
"GO:0042254","MAK5"
"GO:0042273","MAK5"
"GO:0006353","SUP45"
"GO:0006412","SUP45"
"GO:0006415","SUP45"
"GO:0009302","SUP45"
"GO:0016070","SUP45"
"GO:0008150","YBR144C"
"GO:0000947","ADH5"
"GO:0019655","ADH5"
"GO:0006412","MRPS9"
"GO:0032543","MRPS9"
"GO:0006865","RTC2"
"GO:0015695","RTC2"
"GO:0034488","RTC2"
"GO:0034490","RTC2"
"GO:0090513","RTC2"
"GO:0032120","YSW1"
"GO:0005975","ARA1"
"GO:0045149","ARA1"
"GO:0006351","TBS1"
"GO:0006355","TBS1"
"GO:0008150","TBS1"
"GO:0045944","TBS1"
"GO:0008150","APD1"
"GO:0000349","SPP381"
"GO:0000398","SPP381"
"GO:0006397","SPP381"
"GO:0008380","SPP381"
"GO:0009231","RIB7"
"GO:0001172","RPB5"
"GO:0006351","RPB5"
"GO:0006360","RPB5"
"GO:0006361","RPB5"
"GO:0006362","RPB5"
"GO:0006363","RPB5"
"GO:0006366","RPB5"
"GO:0006367","RPB5"
"GO:0006368","RPB5"
"GO:0006383","RPB5"
"GO:0006384","RPB5"
"GO:0006386","RPB5"
"GO:0042254","RPB5"
"GO:0042790","RPB5"
"GO:0042797","RPB5"
"GO:0006457","CNS1"
"GO:0042026","CNS1"
"GO:0007059","SLI15"
"GO:0031134","SLI15"
"GO:0032147","SLI15"
"GO:0032185","SLI15"
"GO:0032465","SLI15"
"GO:0051316","SLI15"
"GO:0090267","SLI15"
"GO:0008150","ICS2"
"GO:0001100","AMN1"
"GO:0007094","AMN1"
"GO:0031146","AMN1"
"GO:0031578","AMN1"
"GO:0032984","AMN1"
"GO:0051301","AMN1"
"GO:2001042","AMN1"
"GO:0006629","IFA38"
"GO:0006631","IFA38"
"GO:0006633","IFA38"
"GO:0030148","IFA38"
"GO:0030497","IFA38"
"GO:0042761","IFA38"
"GO:0000082","CDC28"
"GO:0000086","CDC28"
"GO:0000122","CDC28"
"GO:0000278","CDC28"
"GO:0000706","CDC28"
"GO:0000729","CDC28"
"GO:0006303","CDC28"
"GO:0006355","CDC28"
"GO:0006370","CDC28"
"GO:0006892","CDC28"
"GO:0006974","CDC28"
"GO:0007130","CDC28"
"GO:0009891","CDC28"
"GO:0010568","CDC28"
"GO:0010570","CDC28"
"GO:0010571","CDC28"
"GO:0010696","CDC28"
"GO:0010898","CDC28"
"GO:0030163","CDC28"
"GO:0032210","CDC28"
"GO:0032880","CDC28"
"GO:0034504","CDC28"
"GO:0045819","CDC28"
"GO:0045875","CDC28"
"GO:0045892","CDC28"
"GO:0045893","CDC28"
"GO:0045930","CDC28"
"GO:0045931","CDC28"
"GO:0045944","CDC28"
"GO:0051301","CDC28"
"GO:0051446","CDC28"
"GO:0051447","CDC28"
"GO:0090169","CDC28"
"GO:0090307","CDC28"
"GO:1901319","CDC28"
"GO:1902275","CDC28"
"GO:1902806","CDC28"
"GO:1902889","CDC28"
"GO:1903500","CDC28"
"GO:1904291","CDC28"
"GO:1905168","CDC28"
"GO:1905634","CDC28"
"GO:1990139","CDC28"
"GO:1990758","CDC28"
"GO:2001033","CDC28"
"GO:0006676","CSH1"
"GO:0006688","CSH1"
"GO:0030148","CSH1"
"GO:0008150","TOS1"
"GO:0071555","TOS1"
"GO:0007005","EXO5"
"GO:0036297","EXO5"
"GO:0006623","ARL1"
"GO:0006897","ARL1"
"GO:0006995","ARL1"
"GO:0015031","ARL1"
"GO:0016192","ARL1"
"GO:0016236","ARL1"
"GO:0031503","ARL1"
"GO:0032258","ARL1"
"GO:0034067","ARL1"
"GO:0034497","ARL1"
"GO:0034605","ARL1"
"GO:0034976","ARL1"
"GO:0043001","ARL1"
"GO:0006611","UBS1"
"GO:0016567","UBS1"
"GO:0006570","TYR1"
"GO:0006571","TYR1"
"GO:0008652","TYR1"
"GO:0009073","TYR1"
"GO:0000294","POP7"
"GO:0000460","POP7"
"GO:0001682","POP7"
"GO:0006364","POP7"
"GO:0006396","POP7"
"GO:0008033","POP7"
"GO:0034965","POP7"
"GO:0007031","PEX32"
"GO:0010499","SSE2"
"GO:0042026","SSE2"
"GO:0043161","SSE2"
"GO:0099638","NPL4"
"GO:0006274","NPL4"
"GO:0006511","NPL4"
"GO:0006515","NPL4"
"GO:0015031","NPL4"
"GO:0030970","NPL4"
"GO:0036503","NPL4"
"GO:0043161","NPL4"
"GO:0051028","NPL4"
"GO:0051228","NPL4"
"GO:0070651","NPL4"
"GO:0071629","NPL4"
"GO:0072344","NPL4"
"GO:0072665","NPL4"
"GO:0072671","NPL4"
"GO:1900182","NPL4"
"GO:1990116","NPL4"
"GO:0015031","SEC66"
"GO:0030447","SEC66"
"GO:0031204","SEC66"
"GO:0006357","SMY2"
"GO:0006888","SMY2"
"GO:0032984","SMY2"
"GO:0071630","SMY2"
"GO:0006511","UMP1"
"GO:0006974","UMP1"
"GO:0043248","UMP1"
"GO:0000723","SWD3"
"GO:0031509","SWD3"
"GO:1903341","SWD3"
"GO:0015940","ECM31"
"GO:0072330","ECM31"
"GO:0006629","EHT1"
"GO:0051792","EHT1"
"GO:0051793","EHT1"
"GO:0048312","FZO1"
"GO:0008053","FZO1"
"GO:1990626","FZO1"
"GO:1990627","FZO1"
"GO:0015837","DTR1"
"GO:0030435","DTR1"
"GO:0030476","DTR1"
"GO:0055085","DTR1"
"GO:0000462","RPS6B"
"GO:0006364","RPS6B"
"GO:0006412","RPS6B"
"GO:0042254","RPS6B"
"GO:0033554","SMP1"
"GO:0045944","SMP1"
"GO:0071470","SMP1"
"GO:0006665","YPC1"
"GO:0006672","YPC1"
"GO:0046513","YPC1"
"GO:0046514","YPC1"
"GO:0008150","YBR184W"
"GO:0007007","MBA1"
"GO:0032979","MBA1"
"GO:0070131","MBA1"
"GO:0007131","PCH2"
"GO:0042138","PCH2"
"GO:0051321","PCH2"
"GO:0051598","PCH2"
"GO:0006816","GDT1"
"GO:0006874","GDT1"
"GO:0030026","GDT1"
"GO:0032468","GDT1"
"GO:0070588","GDT1"
"GO:0071421","GDT1"
"GO:1902600","GDT1"
"GO:0000398","NTC20"
"GO:0006397","NTC20"
"GO:0008380","NTC20"
"GO:0000462","RPS9B"
"GO:0006364","RPS9B"
"GO:0006412","RPS9B"
"GO:0042254","RPS9B"
"GO:0045903","RPS9B"
"GO:0002181","RPL21A"
"GO:0006412","RPL21A"
"GO:0006862","RIM2"
"GO:0006864","RIM2"
"GO:0030001","RIM2"
"GO:0055085","RIM2"
"GO:0000122","MED8"
"GO:0006357","MED8"
"GO:0032968","MED8"
"GO:0045944","MED8"
"GO:0051123","MED8"
"GO:0060261","MED8"
"GO:0008150","AIM4"
"GO:0006260","MSI1"
"GO:0006281","MSI1"
"GO:0006325","MSI1"
"GO:0006335","MSI1"
"GO:0006974","MSI1"
"GO:0006094","PGI1"
"GO:0006096","PGI1"
"GO:0051156","PGI1"
"GO:0061621","PGI1"
"GO:1901135","PGI1"
"GO:0008150","YBR197C"
"GO:0006325","TAF5"
"GO:0006357","TAF5"
"GO:0006366","TAF5"
"GO:0045944","TAF5"
"GO:0006487","KTR4"
"GO:0009101","KTR4"
"GO:0000282","BEM1"
"GO:0000753","BEM1"
"GO:0035023","BEM1"
"GO:0045185","BEM1"
"GO:0051130","BEM1"
"GO:0061191","BEM1"
"GO:0006515","DER1"
"GO:0006950","DER1"
"GO:0015031","DER1"
"GO:0030970","DER1"
"GO:0036503","DER1"
"GO:0070843","DER1"
"GO:0000727","MCM7"
"GO:0006260","MCM7"
"GO:0006267","MCM7"
"GO:0006270","MCM7"
"GO:0006271","MCM7"
"GO:0006279","MCM7"
"GO:0030466","MCM7"
"GO:0031509","MCM7"
"GO:0033260","MCM7"
"GO:0007165","COS111"
"GO:0006629","LDH1"
"GO:0016042","LDH1"
"GO:0055088","LDH1"
"GO:0006491","KTR3"
"GO:0006493","KTR3"
"GO:0009101","KTR3"
"GO:0006811","FTH1"
"GO:0006826","FTH1"
"GO:0006879","FTH1"
"GO:0006897","FTH1"
"GO:0034755","FTH1"
"GO:0000256","DUR12"
"GO:0043419","DUR12"
"GO:0044281","DUR12"
"GO:0008150","YBR209W"
"GO:0006888","ERV15"
"GO:0016192","ERV15"
"GO:0007059","AME1"
"GO:0008608","AME1"
"GO:0034501","AME1"
"GO:0051301","AME1"
"GO:0051321","AME1"
"GO:0007005","NGR1"
"GO:0043488","NGR1"
"GO:0061158","NGR1"
"GO:0000103","MET8"
"GO:0006779","MET8"
"GO:0019354","MET8"
"GO:0000920","SDS24"
"GO:0006897","SDS24"
"GO:0030071","SDS24"
"GO:0042149","SDS24"
"GO:0000082","HPC2"
"GO:0006325","HPC2"
"GO:0006334","HPC2"
"GO:0006357","HPC2"
"GO:0006368","HPC2"
"GO:1902275","HPC2"
"GO:0018158","YBP1"
"GO:0034599","YBP1"
"GO:0065003","YBP1"
"GO:0000045","ATG12"
"GO:0000422","ATG12"
"GO:0006501","ATG12"
"GO:0006914","ATG12"
"GO:0015031","ATG12"
"GO:0016236","ATG12"
"GO:0032258","ATG12"
"GO:0034727","ATG12"
"GO:0044804","ATG12"
"GO:0061739","ATG12"
"GO:0006094","PYC2"
"GO:0008150","YBR219C"
"GO:0035348","YBR219C"
"GO:0008150","YBR220C"
"GO:0035348","YBR220C"
"GO:0006086","PDB1"
"GO:0033611","PCS60"
"GO:0006281","TDP1"
"GO:0006974","TDP1"
"GO:0008150","YBR225W"
"GO:0030150","MCX1"
"GO:0042026","MCX1"
"GO:1904287","MCX1"
"GO:0006261","SLX1"
"GO:0006281","SLX1"
"GO:0006310","SLX1"
"GO:0006974","SLX1"
"GO:1902681","SLX1"
"GO:2000001","SLX1"
"GO:0000271","ROT2"
"GO:0005975","ROT2"
"GO:0006491","ROT2"
"GO:0070880","ROT2"
"GO:0033750","OM14"
"GO:0006325","SWC5"
"GO:0006338","SWC5"
"GO:0006355","SWC5"
"GO:0000723","PBP2"
"GO:0030036","ARC40"
"GO:0034314","ARC40"
"GO:0044396","ARC40"
"GO:0045010","ARC40"
"GO:2000601","ARC40"
"GO:0006811","VHC1"
"GO:0006813","VHC1"
"GO:0006816","VHC1"
"GO:0034486","VHC1"
"GO:0055075","VHC1"
"GO:0055085","VHC1"
"GO:0071805","VHC1"
"GO:0006370","ABD1"
"GO:0006397","ABD1"
"GO:0032259","ABD1"
"GO:0106005","ABD1"
"GO:0000348","PRP5"
"GO:0000398","PRP5"
"GO:0006397","PRP5"
"GO:0008380","PRP5"
"GO:0010467","PRP5"
"GO:0009060","YBR238C"
"GO:0000122","ERT1"
"GO:0006094","ERT1"
"GO:0006355","ERT1"
"GO:0045013","ERT1"
"GO:0045722","ERT1"
"GO:0045944","ERT1"
"GO:0045991","ERT1"
"GO:0006355","THI2"
"GO:0009228","THI2"
"GO:0045944","THI2"
"GO:0090180","THI2"
"GO:1902930","THI2"
"GO:0008645","VVS1"
"GO:0055085","VVS1"
"GO:0009159","YBR242W"
"GO:0006487","ALG7"
"GO:0006488","ALG7"
"GO:0009060","ALG7"
"GO:0006979","GPX2"
"GO:0034599","GPX2"
"GO:0098869","GPX2"
"GO:0001178","ISW1"
"GO:0006325","ISW1"
"GO:0006338","ISW1"
"GO:0006354","ISW1"
"GO:0006355","ISW1"
"GO:0006363","ISW1"
"GO:0006369","ISW1"
"GO:0007062","ISW1"
"GO:0009408","ISW1"
"GO:0045944","ISW1"
"GO:0046832","ISW1"
"GO:1902275","ISW1"
"GO:1903895","ISW1"
"GO:0017183","RRT2"
"GO:0032456","RRT2"
"GO:0000447","ENP1"
"GO:0006364","ENP1"
"GO:0016973","ENP1"
"GO:0030490","ENP1"
"GO:0042254","ENP1"
"GO:0000105","HIS7"
"GO:0008652","HIS7"
"GO:0008652","ARO4"
"GO:0009073","ARO4"
"GO:0009423","ARO4"
"GO:0043085","ARO4"
"GO:0030435","SPO23"
"GO:0051321","SPO23"
"GO:0006412","MRPS5"
"GO:0032543","MRPS5"
"GO:0006226","DUT1"
"GO:0009117","DUT1"
"GO:0009213","DUT1"
"GO:0035863","DUT1"
"GO:0046081","DUT1"
"GO:0006357","SRB6"
"GO:0032968","SRB6"
"GO:0045944","SRB6"
"GO:0051123","SRB6"
"GO:0060261","SRB6"
"GO:0006888","TRS20"
"GO:0006891","TRS20"
"GO:0006914","TRS20"
"GO:0016192","TRS20"
"GO:0016236","TRS20"
"GO:0042147","TRS20"
"GO:0065003","TRS20"
"GO:0008150","MTC4"
"GO:0009231","RIB5"
"GO:0000294","POP4"
"GO:0000460","POP4"
"GO:0001682","POP4"
"GO:0006364","POP4"
"GO:0006396","POP4"
"GO:0008033","POP4"
"GO:0034965","POP4"
"GO:0006338","SHG1"
"GO:0031509","SHG1"
"GO:0008150","YBR259W"
"GO:0010508","RGD1"
"GO:0030036","RGD1"
"GO:0006970","RGD1"
"GO:0007010","RGD1"
"GO:0007165","RGD1"
"GO:0010447","RGD1"
"GO:0002181","TAE1"
"GO:0018016","TAE1"
"GO:0032259","TAE1"
"GO:0042407","MIC12"
"GO:0065003","MIC12"
"GO:0006730","SHM1"
"GO:0019264","SHM1"
"GO:0035999","SHM1"
"GO:0007030","YPT10"
"GO:0015031","YPT10"
"GO:0006629","TSC10"
"GO:0006665","TSC10"
"GO:0006666","TSC10"
"GO:0030148","TSC10"
"GO:0006897","SLM6"
"GO:0000278","REI1"
"GO:0006913","REI1"
"GO:0007117","REI1"
"GO:0042254","REI1"
"GO:0042273","REI1"
"GO:0030435","MRPL37"
"GO:0032543","MRPL37"
"GO:0006457","SDH8"
"GO:0034553","SDH8"
"GO:0034614","SDH8"
"GO:0045333","SDH8"
"GO:1904231","SDH8"
"GO:0038203","BIT2"
"GO:0032259","EFM2"
"GO:0045905","EFM2"
"GO:0006281","HSM3"
"GO:0006298","HSM3"
"GO:0006457","HSM3"
"GO:0006974","HSM3"
"GO:0070682","HSM3"
"GO:0006511","UBX7"
"GO:0030435","UBX7"
"GO:0031297","CHK1"
"GO:0000077","CHK1"
"GO:0006974","CHK1"
"GO:0000723","RIF1"
"GO:0000729","RIF1"
"GO:0006270","RIF1"
"GO:0016233","RIF1"
"GO:0030466","RIF1"
"GO:0032297","RIF1"
"GO:0070198","RIF1"
"GO:0097752","RIF1"
"GO:0101018","RIF1"
"GO:0033260","PPS1"
"GO:0006260","DPB3"
"GO:0006261","DPB3"
"GO:0006272","DPB3"
"GO:0042276","DPB3"
"GO:0000082","PAF1"
"GO:0000122","PAF1"
"GO:0000183","PAF1"
"GO:0001015","PAF1"
"GO:0006353","PAF1"
"GO:0006357","PAF1"
"GO:0006360","PAF1"
"GO:0006362","PAF1"
"GO:0006364","PAF1"
"GO:0006368","PAF1"
"GO:0006383","PAF1"
"GO:0009302","PAF1"
"GO:0031124","PAF1"
"GO:0031126","PAF1"
"GO:0032968","PAF1"
"GO:0045910","PAF1"
"GO:0070911","PAF1"
"GO:0090262","PAF1"
"GO:1901525","PAF1"
"GO:2001209","PAF1"
"GO:0006511","SAF1"
"GO:0016567","SAF1"
"GO:0031146","SAF1"
"GO:0006508","DUG2"
"GO:0006751","DUG2"
"GO:0032543","MRPL27"
"GO:0006614","SSH1"
"GO:0015031","SSH1"
"GO:0045184","SSH1"
"GO:0008150","YBR284W"
"GO:0006914","HAB1"
"GO:0006508","APE3"
"GO:0007039","APE3"
"GO:0008150","YBR287W"
"GO:0055085","YBR287W"
"GO:0006623","APM3"
"GO:0006886","APM3"
"GO:0006896","APM3"
"GO:0015031","APM3"
"GO:0016192","APM3"
"GO:0000724","SNF5"
"GO:0006338","SNF5"
"GO:0006357","SNF5"
"GO:0045944","SNF5"
"GO:0045991","SNF5"
"GO:2000219","SNF5"
"GO:0006511","BSD2"
"GO:0006623","BSD2"
"GO:0007034","BSD2"
"GO:0030001","BSD2"
"GO:0006843","CTP1"
"GO:0055085","CTP1"
"GO:0008150","YBR292C"
"GO:0006865","VBA2"
"GO:0015802","VBA2"
"GO:0055085","VBA2"
"GO:1990822","VBA2"
"GO:0055085","SUL1"
"GO:1902358","SUL1"
"GO:0006811","PCA1"
"GO:0006812","PCA1"
"GO:0015691","PCA1"
"GO:0030003","PCA1"
"GO:0046686","PCA1"
"GO:0055085","PCA1"
"GO:0070574","PCA1"
"GO:0098655","PCA1"
"GO:0006817","PHO89"
"GO:0035435","PHO89"
"GO:0035725","PHO89"
"GO:0055085","PHO89"
"GO:0000023","MAL33"
"GO:0006351","MAL33"
"GO:0006355","MAL33"
"GO:0006357","MAL33"
"GO:0000017","MAL31"
"GO:0000023","MAL31"
"GO:0034219","MAL31"
"GO:0055085","MAL31"
"GO:1902600","MAL31"
"GO:0000023","MAL32"
"GO:0000025","MAL32"
"GO:0005975","MAL32"
"GO:0005987","MAL32"
"GO:0046352","MAL32"
"GO:0008150","PAU24"
"GO:0071555","PAU24"
"GO:0043328","COS2"
"GO:0006621","RER1"
"GO:0006890","RER1"
"GO:0008150","YCL002C"
"GO:0006629","PGS1"
"GO:0006655","PGS1"
"GO:0008654","PGS1"
"GO:0032049","PGS1"
"GO:0019216","LDB16"
"GO:0034389","LDB16"
"GO:0090155","LDB16"
"GO:0140042","LDB16"
"GO:1990044","LDB16"
"GO:0006612","STP22"
"GO:0006623","STP22"
"GO:0006886","STP22"
"GO:0015031","STP22"
"GO:0043162","STP22"
"GO:0045324","STP22"
"GO:0061709","STP22"
"GO:0072665","STP22"
"GO:0072666","STP22"
"GO:1902915","STP22"
"GO:1904669","STP22"
"GO:0008652","ILV6"
"GO:0009082","ILV6"
"GO:0009097","ILV6"
"GO:0009099","ILV6"
"GO:0006325","SGF29"
"GO:0006357","SGF29"
"GO:0008104","SGF29"
"GO:0045944","SGF29"
"GO:0072742","SGF29"
"GO:0000723","GBP2"
"GO:0016973","GBP2"
"GO:0071028","GBP2"
"GO:0000755","BUD3"
"GO:0007120","BUD3"
"GO:0034398","DCC1"
"GO:0006260","DCC1"
"GO:0007064","DCC1"
"GO:0035753","DCC1"
"GO:0002098","NFS1"
"GO:0006879","NFS1"
"GO:0008033","NFS1"
"GO:0016226","NFS1"
"GO:0034227","NFS1"
"GO:0044571","NFS1"
"GO:0070903","NFS1"
"GO:0006097","LEU2"
"GO:0008652","LEU2"
"GO:0009082","LEU2"
"GO:0009098","LEU2"
"GO:0006278","YCL019W"
"GO:0006310","YCL019W"
"GO:0006508","YCL019W"
"GO:0015074","YCL019W"
"GO:0032196","YCL019W"
"GO:0071897","YCL019W"
"GO:0075523","YCL019W"
"GO:0075523","YCL020W"
"GO:0000921","KCC4"
"GO:0007117","KCC4"
"GO:0008360","KCC4"
"GO:0044879","KCC4"
"GO:0051301","KCC4"
"GO:0006865","AGP1"
"GO:0015823","AGP1"
"GO:0035524","AGP1"
"GO:0055085","AGP1"
"GO:0098718","AGP1"
"GO:0000755","FUS1"
"GO:0032065","FUS1"
