"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:YAL012W",29623.531983132,1.19712025920633,0.249909616548159,4.79021286071896,1.66604479015268e-06,1.46634455652222e-05
"gene:YCR007C",886.403180669551,1.02073270941952,0.213104333137165,4.7898261588258,1.66925865657531e-06,1.46719050341093e-05
"gene:YOR175C",6466.59102931389,-0.782238881568683,0.163324145180866,-4.7894870700375,1.67208171480188e-06,1.46769113322165e-05
"gene:YMR125W",26222.5905028933,-1.23393531497725,0.257855490469185,-4.78537537723949,1.70668057024739e-06,1.49403367661576e-05
"gene:YPL151C",1083.43149130273,0.844239387229505,0.176418845112232,4.78542633408821,1.70624760056668e-06,1.49403367661576e-05
"gene:YBL088C",12032.1894951863,-1.17369191595476,0.245323597678021,-4.78426016520102,1.71618277968436e-06,1.50033536162205e-05
"gene:YDR212W",7159.45124411017,0.998536201478541,0.208870818517422,4.78064005573499,1.74737974683705e-06,1.52556089693696e-05
"gene:YOR298W",882.676287990045,-1.6582157605447,0.346939743985222,-4.77954973246113,1.75688211381446e-06,1.5318036422053e-05
"gene:YKL171W",8209.74877711622,-1.08508613684512,0.227047113014274,-4.77912325085101,1.76061247361218e-06,1.53300388243798e-05
"gene:YKR092C",4629.34160937741,1.79986680601513,0.376945891070162,4.77486782228942,1.79825325097547e-06,1.5616031231471e-05
"gene:YPR172W",3481.2324701676,-1.54802155983142,0.324201067858217,-4.77488112564892,1.79813438190002e-06,1.5616031231471e-05
"gene:YDR098C",3541.14095380929,0.995834052208172,0.208586780243312,4.77419542622285,1.80427113540033e-06,1.56474273034119e-05
"gene:YHR010W",8018.53757027221,1.62297059817411,0.340504760389327,4.76636683821521,1.87577602850539e-06,1.6245916587308e-05
"gene:YPR091C",5012.44526497103,-0.816156649473397,0.17124735040838,-4.76595198423262,1.87964022174213e-06,1.62577646271003e-05
"gene:YNR072W",50.2590022393192,1.76369114334052,0.370685152159153,4.75792227734895,1.95595776549977e-06,1.6895428284748e-05
